,Long,Lat,Sand,Prod
2061,3.5766,5.7184,68.899,6.2
2062,3.5766,5.7084,68.568,5.457
2063,3.5766,5.7134,69.106,7.193
2064,3.5766,5.7167,26.762,2.266
2065,3.5766,5.7119,66.366,6.584
2066,3.5766,5.7126,68.803,7.136
2067,3.5766,5.709,44.686,5.27
2068,3.5767,5.7184,69.361,6.847
2069,3.5767,5.7163,45.044,4.703
2070,3.5767,5.7122,59.703,4.95
2071,3.5767,5.7161,34.09,3.54
2072,3.5767,5.7077,66.068,6.708
2073,3.5767,5.7139,68.867,6.148
2074,3.5767,5.7117,45.242,4.466
2075,3.5767,5.7085,69.162,6.966
2076,3.5767,5.7156,68.707,6.384
2077,3.5767,5.7145,76.282,7.325
2078,3.5767,5.7078,67.151,6.469
2079,3.5767,5.71,66.616,6.935
2080,3.5767,5.7088,68.659,6.42
2081,3.5767,5.7166,45.472,4.479
2082,3.5767,5.7105,66.652,6.565
2083,3.5768,5.7185,68.868,7.418
2084,3.5768,5.7156,69.721,7.496
2085,3.5768,5.7086,68.977,7.179
2086,3.5768,5.71,67.117,6.535
2087,3.5768,5.7089,68.955,7.022
2088,3.5768,5.7077,69.189,6.37
2089,3.5769,5.7184,69.415,6.931
2090,3.5769,5.7157,68.971,6.205
2091,3.5769,5.7188,68.673,6.798
2092,3.577,5.7103,66.693,5.59
2093,3.577,5.7175,69.19,6.634
2094,3.577,5.7077,68.27,6.946
2095,3.577,5.7105,66.282,5.965
2096,3.577,5.7164,21.426,2.851
2097,3.577,5.7104,66.459,7.006
2098,3.577,5.7102,34.266,4.494
2099,3.577,5.7091,68.696,6.069
2100,3.577,5.7181,68.313,6.438
2101,3.577,5.717,45.239,4.234
2102,3.577,5.7092,66.91,6.971
2103,3.5771,5.7115,32.601,3.374
2104,3.5771,5.7168,33.789,3.392
2105,3.5771,5.7157,69.339,6.893
2106,3.5771,5.7171,69.615,6.911
2107,3.5771,5.7096,69.13,7.089
2108,3.5771,5.7116,44.932,4.393
2109,3.5771,5.709,33.655,3.11
2110,3.5771,5.7161,21.932,2.34
2111,3.5771,5.7097,66.631,6.289
2112,3.5771,5.7158,68.377,6.597
2113,3.5771,5.7184,68.573,5.867
2114,3.5771,5.71,66.389,6.915
2115,3.5772,5.7079,68.656,6.891
2116,3.5772,5.7122,20.516,2.175
2117,3.5772,5.7154,22.126,2.089
2118,3.5772,5.7182,68.866,7.042
2119,3.5772,5.7083,69.196,5.96
2120,3.5772,5.7105,66.804,6.99
2121,3.5772,5.7162,42.673,5.508
2122,3.5773,5.7091,69.643,7.041
2123,3.5773,5.7078,69.175,5.914
2124,3.5773,5.7107,66.569,6.102
2125,3.5773,5.712,21.62,1.397
2126,3.5773,5.7137,71.185,7.048
2127,3.5773,5.7097,66.47,6.589
2128,3.5773,5.7121,20.123,2.165
2129,3.5773,5.7141,67.26,6.68
2130,3.5773,5.713,45.924,4.997
2131,3.5773,5.7171,34.086,2.945
2132,3.5774,5.7095,66.093,6.1
2133,3.5774,5.7188,69.731,6.773
2134,3.5774,5.7169,34.301,3.228
2135,3.5774,5.7098,66.357,7.021
2136,3.5774,5.7122,34.832,3.62
2137,3.5774,5.7121,20.561,2.168
2138,3.5774,5.7174,69.023,6.692
2139,3.5774,5.7083,66.876,6.612
2140,3.5774,5.7084,69.424,5.506
2141,3.5775,5.7167,33.854,3.853
2142,3.5775,5.7128,44.34,4.188
2143,3.5775,5.7157,34.283,3.2
2144,3.5775,5.7127,44.453,4.695
2145,3.5775,5.7122,32.944,3.111
2146,3.5775,5.7113,26.857,2.841
2147,3.5775,5.7154,69.105,8.005
2148,3.5775,5.7109,33.746,3.317
2149,3.5775,5.7078,68.687,7.027
2150,3.5775,5.7188,68.612,7.315
2151,3.5775,5.7178,65.5,8.144
2152,3.5775,5.7133,44.457,4.144
2153,3.5776,5.7107,34.18,3.438
2154,3.5776,5.7172,66.785,5.943
2155,3.5776,5.7112,34.044,4.078
2156,3.5776,5.7077,68.202,6.254
2157,3.5776,5.7174,69.247,7.237
2158,3.5776,5.7081,65.956,7.095
2159,3.5776,5.7113,44.583,4.621
2160,3.5776,5.7114,45.399,4.382
2161,3.5777,5.7144,33.175,3.362
2162,3.5777,5.712,34.138,2.657
2163,3.5777,5.7157,21.246,2.259
2164,3.5777,5.7135,71.455,6.992
2165,3.5777,5.7148,34.434,3.036
2166,3.5777,5.7159,21.644,1.633
2167,3.5777,5.7107,33.254,3.899
2168,3.5777,5.7158,21.882,2.341
2169,3.5777,5.7183,69.885,6.435
2170,3.5778,5.7123,21.104,1.197
2171,3.5778,5.7108,34.546,3.857
2172,3.5778,5.7078,68.579,7.483
2173,3.5778,5.7113,44.432,4.959
2174,3.5778,5.7124,44.876,3.841
2175,3.5778,5.7107,33.467,3.3
2176,3.5778,5.7114,44.189,4.476
2177,3.5778,5.7118,66.453,6.943
2178,3.5778,5.7122,45.006,5.471
2179,3.5779,5.7077,68.885,7.289
2180,3.5779,5.715,68.24,6.061
2181,3.578,5.716,45.112,3.481
2182,3.578,5.7119,44.311,3.894
2183,3.578,5.7121,45.017,4.097
2184,3.5781,5.7141,33.13,2.398
2185,3.5781,5.7116,65.909,6.862
2186,3.5781,5.7184,69.089,6.868
2187,3.5781,5.7144,68.92,6.488
2188,3.5781,5.7174,69.566,7.405
2189,3.5782,5.7113,41.714,3.734
2190,3.5782,5.7096,69.449,6.439
2191,3.5782,5.7114,45.697,4.393
2192,3.5782,5.7152,71.255,7.199
2193,3.5783,5.7093,68.468,7.199
2194,3.5783,5.7099,68.932,6.972
2195,3.5783,5.7096,68.429,6.127
2196,3.5783,5.7095,69.002,7.811
2197,3.5783,5.7118,45.332,3.741
2198,3.5784,5.7099,68.577,7.231
2199,3.5784,5.7179,68.676,6.882
2200,3.5784,5.7097,66.447,6.796
2201,3.5784,5.7178,71.551,7.258
2202,3.5785,5.7189,69.147,7.122
2203,3.5785,5.7143,70.698,7.078
2204,3.5785,5.7094,66.819,6.404
2205,3.5785,5.7155,66.34,6.377
2206,3.5786,5.7097,45.643,5.153
2207,3.5786,5.7117,71.167,7.282
2208,3.5786,5.7102,44.126,4.656
2209,3.5786,5.7099,45.232,3.991
2210,3.5786,5.7119,34.544,3.728
2211,3.5786,5.7079,69.63,7.182
2212,3.5787,5.7119,33.963,3.741
2213,3.5787,5.7088,44.853,4.803
2214,3.5787,5.7179,68.398,7.237
2215,3.5787,5.7165,66.415,7.316
2216,3.5787,5.7155,66.06,6.459
2217,3.5787,5.7096,68.883,6.351
2218,3.5787,5.7139,68.499,7.146
2219,3.5787,5.7157,69.792,6.377
2220,3.5787,5.7078,69.402,7.358
2221,3.5788,5.7097,69.001,5.899
2222,3.5788,5.7094,42.285,3.957
2223,3.5788,5.713,71.182,6.834
2224,3.5788,5.7172,68.927,6.325
2225,3.5788,5.7142,69.013,7.456
2226,3.5788,5.7093,42.484,3.374
2227,3.5788,5.7099,65.982,6.928
2228,3.5789,5.7097,68.605,6.266
2229,3.5789,5.7145,69.592,7.402
2230,3.5789,5.7138,68.177,6.909
2231,3.5789,5.7091,68.78,6.232
2232,3.5789,5.7083,69.04,7.396
2233,3.5789,5.7079,26.028,2.97
2234,3.5789,5.7093,69.301,7.345
2235,3.5789,5.7141,69.379,7.888
2236,3.5789,5.7102,68.573,6.794
2237,3.5789,5.7081,69.092,7.387
2238,3.579,5.7096,69.253,7.271
2239,3.579,5.7097,68.963,7.259
2240,3.579,5.7143,69.275,6.698
2241,3.579,5.708,44.747,5.024
2242,3.579,5.7082,68.631,6.259
2243,3.579,5.7147,69.036,6.502
2244,3.579,5.7144,21.555,2.068
2245,3.579,5.7151,69.139,6.797
2246,3.579,5.7101,65.716,6.504
2247,3.579,5.7079,34.34,2.476
2248,3.579,5.7161,66.469,7.017
2249,3.5791,5.7087,33.295,3.061
2250,3.5791,5.7183,69.462,5.704
2251,3.5791,5.7163,68.64,6.476
2252,3.5791,5.7169,69.708,7.424
2253,3.5791,5.7179,68.662,6.175
2254,3.5791,5.7186,70.837,7.481
2255,3.5791,5.7141,68.824,6.928
2256,3.5791,5.7184,68.696,6.493
2257,3.5791,5.7147,33.988,3.026
2258,3.5791,5.7117,69.427,6.775
2259,3.5791,5.7152,69.255,7.513
2260,3.5792,5.7148,68.486,7.275
2261,3.5792,5.7179,71.14,7.601
2262,3.5792,5.7157,70.814,8.558
2263,3.5792,5.7132,68.714,7.098
2264,3.5792,5.7096,66.013,6.364
2265,3.5792,5.7091,69.719,5.99
2266,3.5793,5.7089,67.302,7.393
2267,3.5793,5.7118,68.763,6.328
2268,3.5793,5.7099,68.658,7.633
2269,3.5793,5.7189,68.764,6.958
2270,3.5793,5.709,39.311,3.802
2271,3.5793,5.7086,42.396,3.403
2272,3.5793,5.7146,21.152,2.021
2273,3.5793,5.7145,69.545,6.012
2274,3.5793,5.715,69.015,6.908
2275,3.5793,5.7093,68.571,7.188
2276,3.5794,5.7117,71.164,6.798
2277,3.5794,5.7161,59.547,5.674
2278,3.5794,5.7098,68.598,7.042
2279,3.5794,5.7138,69.02,6.581
2280,3.5794,5.716,60.277,6.247
2281,3.5794,5.7148,69.101,7.091
2282,3.5794,5.7163,76.433,7.708
2283,3.5794,5.715,69.748,6.556
2284,3.5794,5.7143,69.087,6.433
2285,3.5794,5.7095,68.304,7.426
2286,3.5794,5.7093,44.967,4.4
2287,3.5795,5.7094,44.906,4.216
2288,3.5795,5.7096,68.278,7.045
2289,3.5795,5.7098,68.246,6.837
2290,3.5795,5.7158,21.936,2.423
2291,3.5795,5.7117,71.166,7.321
2292,3.5795,5.7092,67.458,7.022
2293,3.5795,5.7153,68.907,6.839
2294,3.5795,5.713,69.347,6.718
2295,3.5795,5.7176,71.369,7.91
2296,3.5795,5.7145,69.641,7.453
2297,3.5796,5.7149,68.724,6.675
2298,3.5796,5.7163,68.706,7.955
2299,3.5796,5.7154,21.661,2.339
2300,3.5796,5.7152,68.744,6.536
2301,3.5796,5.7096,68.904,7.497
2302,3.5796,5.7118,69.002,7.378
2303,3.5796,5.7184,69.489,7.618
2304,3.5796,5.7179,69.061,7.493
2305,3.5796,5.7168,69.546,6.829
2306,3.5796,5.718,68.829,7.092
2307,3.5797,5.7153,69.285,7.056
2308,3.5797,5.7148,68.151,6.983
2309,3.5797,5.7182,68.394,7.38
2310,3.5797,5.7168,76.366,8.225
2311,3.5797,5.7096,69.779,7.105
2312,3.5797,5.714,68.39,6.749
2313,3.5797,5.7118,68.706,5.798
2314,3.5797,5.71,66.38,5.898
2315,3.5797,5.7097,66.184,6.24
2316,3.5797,5.7147,68.954,6.623
2317,3.5798,5.7118,69.32,6.455
2318,3.5798,5.7148,68.878,6.835
2319,3.5798,5.7187,33.847,2.374
2320,3.5798,5.718,33.079,3.579
2321,3.5798,5.7188,69.142,7.39
2322,3.5798,5.7154,34.753,3.963
2323,3.5798,5.7142,68.482,5.939
2324,3.5798,5.7181,34.065,3.037
2325,3.5798,5.7149,68.985,6.755
2326,3.5798,5.7152,69.212,6.606
2327,3.5799,5.7185,33.522,3.064
2328,3.5799,5.7149,68.217,6.809
2329,3.5799,5.7095,66.558,6.92
2330,3.5799,5.7101,68.456,6.076
2331,3.5799,5.716,68.281,6.031
2332,3.5799,5.7156,68.681,6.842
2333,3.5799,5.7157,20.754,2.427
2334,3.5799,5.7176,69.005,5.917
2335,3.5799,5.7123,69.017,7.119
2336,3.58,5.7188,68.604,6.744
2337,3.58,5.7097,66.258,6.675
2338,3.58,5.7173,69.589,7.004
2339,3.58,5.7158,33.74,3.515
2340,3.58,5.7145,68.867,6.049
2341,3.58,5.7155,68.68,6.635
2342,3.58,5.7183,33.886,3.622
2343,3.58,5.7113,71.421,7.668
2344,3.58,5.7174,69.885,7.144
2345,3.58,5.7153,69.276,8.133
2346,3.58,5.7168,69.796,7.084
2347,3.58,5.7128,68.921,6.877
2348,3.58,5.7114,39.565,3.531
2349,3.5801,5.7115,33.589,2.391
2350,3.5801,5.7121,69.294,5.739
2351,3.5801,5.7156,76.45,7.384
2352,3.5802,5.7158,71.134,7.02
2353,3.5802,5.7152,70.853,7.652
2354,3.5802,5.7119,69.272,7.248
2355,3.5802,5.7126,69.303,6.959
2356,3.5802,5.712,68.336,6.861
2357,3.5802,5.7189,33.93,3.29
2358,3.5802,5.7171,70.494,7.091
2359,3.5802,5.7175,69.149,7.09
2360,3.5802,5.7169,68.934,7.088
2361,3.5802,5.7155,76.983,7.125
2362,3.5802,5.7187,33.974,3.149
2363,3.5803,5.7117,71.458,7.287
2364,3.5803,5.7155,76.506,7.67
2365,3.5803,5.7111,68.473,6.989
2366,3.5803,5.7146,69.215,7.372
2367,3.5803,5.712,68.151,7.12
2368,3.5804,5.7189,68.922,6.894
2369,3.5804,5.7115,69.971,6.246
2370,3.5804,5.7172,69.238,6.92
2371,3.5804,5.7124,69.262,7.728
2372,3.5804,5.7148,59.958,5.655
2373,3.5804,5.7147,69.362,7.294
2374,3.5805,5.7157,69.576,7.007
2375,3.5805,5.7142,69.565,7.191
2376,3.5805,5.711,69.347,6.579
2377,3.5805,5.7119,69.023,6.447
2378,3.5805,5.7134,70.19,7.908
2379,3.5806,5.7113,68.662,7.284
2380,3.5806,5.7109,76.398,7.35
2381,3.5806,5.7166,69.298,7.448
2382,3.5806,5.7135,71.036,6.737
2383,3.5806,5.7185,69.417,6.892
2384,3.5807,5.7109,69.183,7.724
2385,3.5807,5.7114,77.055,6.426
2386,3.5807,5.7173,68.87,5.925
2387,3.5807,5.7113,69.35,6.198
2388,3.5807,5.7121,68.125,7.461
2389,3.5807,5.7078,69.479,6.902
2390,3.5807,5.7184,69.162,6.391
2391,3.5807,5.7084,31.82,2.948
2392,3.5807,5.711,26.47,2.79
2393,3.5807,5.7124,68.331,6.001
2394,3.5808,5.7078,76.87,8.653
2395,3.5808,5.7123,69.147,6.9
2396,3.5808,5.7117,68.723,6.26
2397,3.5808,5.7174,77.04,8.282
2398,3.5808,5.7116,69.667,7.099
2399,3.5808,5.7107,33.848,3.511
2400,3.5808,5.7137,71.087,7.636
2401,3.5808,5.7182,68.946,7.224
2402,3.5808,5.7166,69.262,7.134
2403,3.5808,5.7111,39.654,3.503
2404,3.5808,5.7167,68.735,7.033
2405,3.5808,5.7122,68.975,7.481
2406,3.5809,5.7114,68.508,6.183
2407,3.5809,5.7132,69.562,6.782
2408,3.5809,5.7098,69.058,6.968
2409,3.5809,5.7109,31.991,2.655
2410,3.5809,5.7123,68.991,7.771
2411,3.5809,5.7121,69.031,6.238
2412,3.5809,5.7117,69.356,8.14
2413,3.5809,5.711,68.466,6.795
2414,3.5809,5.7115,68.055,7.071
2415,3.5809,5.7113,39.859,4.364
2416,3.5809,5.7097,68.208,6.273
2417,3.581,5.7079,68.543,7.441
2418,3.581,5.7097,70.977,7.859
2419,3.581,5.7096,68.824,7.093
2420,3.5693,5.716,37.103,4.241
2421,3.5694,5.7147,37.583,4.025
2422,3.5694,5.7136,40.333,3.693
2423,3.5694,5.7129,39.701,4.769
2424,3.5694,5.7128,39.947,3.971
2425,3.5694,5.7133,39.286,3.85
2426,3.5694,5.7122,71.713,7.347
2427,3.5694,5.7145,38.115,3.332
2428,3.5694,5.7131,40.192,4.093
2429,3.5694,5.7115,39.392,4.58
2430,3.5695,5.7123,40.027,4.164
2431,3.5695,5.7138,36.783,4.618
2432,3.5695,5.7137,37.547,4.103
2433,3.5695,5.7128,36.912,3.932
2434,3.5696,5.714,37.169,4.033
2435,3.5696,5.7159,37.577,3.48
2436,3.5696,5.7083,39.193,4.987
2437,3.5696,5.7086,39.829,4.26
2438,3.5696,5.7125,39.288,4.04
2439,3.5697,5.7148,37.294,5.047
2440,3.5697,5.714,39.509,4.947
2441,3.5698,5.7127,39.902,3.987
2442,3.5698,5.713,39.606,3.712
2443,3.5698,5.7135,36.133,4.022
2444,3.5698,5.7134,40.011,4.031
2445,3.5699,5.7132,39.814,3.271
2446,3.5699,5.7137,39.823,4.577
2447,3.57,5.7138,39.841,4.605
2448,3.57,5.7143,40.171,3.492
2449,3.5701,5.7135,40.023,3.929
2450,3.5701,5.7081,37.47,3.819
2451,3.5701,5.7142,39.295,3.491
2452,3.5701,5.7187,36.922,4.799
2453,3.5701,5.7157,37.602,4.73
2454,3.5701,5.7149,37.852,3.753
2455,3.5702,5.7157,37.408,4.201
2456,3.5702,5.7138,40.248,3.703
2457,3.5702,5.7183,42.709,4.443
2458,3.5702,5.715,37.819,3.894
2459,3.5702,5.7148,37.805,4.008
2460,3.5702,5.7139,39.986,3.7
2461,3.5703,5.7154,39.787,3.726
2462,3.5703,5.7139,37.541,4.06
2463,3.5704,5.7148,66.238,6.791
2464,3.5704,5.7139,66.769,6.309
2465,3.5705,5.7186,38.171,4.716
2466,3.5705,5.714,66.907,6.621
2467,3.5705,5.7187,36.91,2.445
2468,3.5705,5.7141,66.258,7.804
2469,3.5706,5.7083,37.859,2.819
2470,3.5706,5.7151,37.815,3.949
2471,3.5707,5.7178,37.482,4.041
2472,3.5707,5.7186,37.563,3.334
2473,3.5707,5.7183,40.5,3.676
2474,3.5708,5.7179,37.348,3.633
2475,3.5708,5.7152,40.345,3.502
2476,3.5708,5.7181,38.014,4.875
2477,3.5709,5.7178,39.954,3.401
2478,3.5709,5.7086,39.267,3.376
2479,3.571,5.7085,37.227,4.424
2480,3.5711,5.7088,39.991,3.995
2481,3.5711,5.7087,37.711,3.91
2482,3.5712,5.718,38.316,2.94
2483,3.5713,5.718,40.504,4.466
2484,3.5714,5.7178,36.793,2.977
2485,3.5714,5.7182,40.157,3.993
2486,3.5714,5.7183,39.823,2.759
2487,3.5715,5.7184,39.91,3.879
2488,3.5715,5.7187,42.503,4.086
2489,3.5715,5.7085,37.44,3.18
2490,3.5716,5.708,42.432,4.437
2491,3.5716,5.7093,66.69,6.64
2492,3.5717,5.7182,39.986,4.262
2493,3.5718,5.7177,40.364,3.684
2494,3.5718,5.7175,39.568,3.959
2495,3.5718,5.7186,39.798,3.609
2496,3.5718,5.7185,39.244,4.041
2497,3.5718,5.7176,39.269,3.872
2498,3.5718,5.7079,39.788,2.953
2499,3.5719,5.7183,40.432,3.706
2500,3.5719,5.7078,42.461,4.064
2501,3.5721,5.7183,39.975,4.289
2502,3.5721,5.7076,42.257,4.145
2503,3.5722,5.7144,37.162,3.644
2504,3.5722,5.7181,39.877,3.789
2505,3.5722,5.7078,42.26,4.256
2506,3.5723,5.7091,37.524,3.96
2507,3.5723,5.7182,40.222,4.419
2508,3.5723,5.7094,40.871,4.832
2509,3.5723,5.7143,37.597,4.666
2510,3.5725,5.7172,38.135,2.951
2511,3.5725,5.7173,37.913,4.562
2512,3.5726,5.7089,66.604,6.859
2513,3.5726,5.7137,38.046,3.747
2514,3.5726,5.708,41.656,4.664
2515,3.5726,5.7095,43.387,4.582
2516,3.5727,5.7174,37.255,3.965
2517,3.5727,5.7133,40.014,3.839
2518,3.5727,5.7169,37.166,3.555
2519,3.5727,5.7079,43.426,4.428
2520,3.5727,5.7172,37.896,2.766
2521,3.5727,5.7078,42.557,3.38
2522,3.5728,5.7135,37.13,3.79
2523,3.5728,5.7172,37.414,4.364
2524,3.5728,5.7173,37.542,3.745
2525,3.5728,5.7095,42.363,4.422
2526,3.5729,5.7097,38.041,3.676
2527,3.5729,5.7172,36.993,3.163
2528,3.5729,5.7132,35.019,3.757
2529,3.5729,5.7137,37.282,3.383
2530,3.5729,5.7099,37.442,3.983
2531,3.573,5.7088,66.69,6.958
2532,3.573,5.7133,42.265,4.037
2533,3.5731,5.7131,40.043,4.081
2534,3.5731,5.71,39.966,4.031
2535,3.5731,5.713,42.102,4.531
2536,3.5731,5.7106,40.109,4.969
2537,3.5732,5.7108,39.66,3.461
2538,3.5732,5.7089,39.507,4.731
2539,3.5732,5.7172,39.554,3.926
2540,3.5732,5.7098,40.199,3.997
2541,3.5732,5.7106,40.345,4.653
2542,3.5732,5.7093,42.348,3.721
2543,3.5732,5.7102,40.036,3.551
2544,3.5732,5.7091,40.534,4.682
2545,3.5732,5.709,40.222,5.272
2546,3.5732,5.7092,39.497,3.366
2547,3.5733,5.713,42.563,5.075
2548,3.5733,5.7182,40.123,3.932
2549,3.5733,5.7148,42.152,3.612
2550,3.5733,5.709,40.256,4.053
2551,3.5733,5.7174,40.304,3.784
2552,3.5733,5.7119,40.057,3.384
2553,3.5733,5.7121,40.149,4.918
2554,3.5734,5.7089,37.778,3.803
2555,3.5734,5.7114,52.788,5.338
2556,3.5735,5.7101,52.314,5.027
2557,3.5735,5.7084,42.774,4.304
2558,3.5735,5.7127,36.234,4.185
2559,3.5735,5.7126,34.41,2.637
2560,3.5735,5.7167,42.462,3.947
2561,3.5736,5.7183,39.59,2.856
2562,3.5736,5.718,23.319,2.479
2563,3.5736,5.7178,23.499,0.947
2564,3.5736,5.7125,37.644,3.84
2565,3.5736,5.7177,45.93,4.242
2566,3.5736,5.7126,38.042,3.538
2567,3.5737,5.7166,42.75,4.806
2568,3.5737,5.712,39.555,3.634
2569,3.5737,5.7122,40.407,3.125
2570,3.5737,5.7155,40.047,2.736
2571,3.5737,5.7089,40.846,4.355
2572,3.5737,5.7087,42.435,4.086
2573,3.5738,5.7117,39.932,4.345
2574,3.5738,5.7167,42.631,4.159
2575,3.5738,5.7113,39.699,4.11
2576,3.5738,5.7118,40.531,4.184
2577,3.5739,5.7144,67.229,6.726
2578,3.5739,5.7149,17.115,1.222
2579,3.5739,5.7153,39.905,3.485
2580,3.574,5.7127,5.112,1.218
2581,3.5741,5.7103,39.884,4.337
2582,3.5741,5.7078,41.899,3.864
2583,3.5741,5.7077,42.287,4.629
2584,3.5742,5.7187,44.977,4.158
2585,3.5743,5.7188,44.557,4.894
2586,3.5744,5.7186,45.812,3.803
2587,3.5745,5.7127,21.575,1.312
2588,3.5745,5.7178,14.177,1.68
2589,3.5746,5.7107,34.112,3.213
2590,3.5747,5.7097,37.507,3.398
2591,3.5747,5.7085,42.126,4.217
2592,3.5747,5.7125,20.652,2.6
2593,3.5747,5.7096,37.098,4.441
2594,3.5747,5.7098,22.074,2.169
2595,3.5748,5.7096,37.108,3.382
2596,3.5748,5.7099,17.692,1.634
2597,3.5748,5.71,17.477,0.937
2598,3.5748,5.7097,39.376,3.56
2599,3.5748,5.7078,42.747,3.585
2600,3.5749,5.7096,42.796,3.112
2601,3.575,5.7099,40.412,4.407
2602,3.5751,5.7182,45.116,5.185
2603,3.5752,5.71,44.081,4.74
2604,3.5752,5.7137,17.706,2.622
2605,3.5752,5.7098,39.529,4.53
2606,3.5752,5.7104,33.48,4.292
2607,3.5752,5.7136,17.281,1.206
2608,3.5753,5.7095,66.377,6.042
2609,3.5754,5.7098,39.257,3.148
2610,3.5754,5.7144,21.445,2.262
2611,3.5754,5.7125,32.505,3.789
2612,3.5754,5.7094,37.972,3.259
2613,3.5754,5.7091,21.577,1.714
2614,3.5755,5.7093,38.208,3.927
2615,3.5756,5.7106,42.37,5.316
2616,3.5756,5.7099,39.902,3.737
2617,3.5756,5.7089,71.177,7.279
2618,3.5756,5.7164,26.71,2.552
2619,3.5757,5.7095,4.614,0.803
2620,3.5757,5.7159,69.686,6.891
2621,3.5757,5.7099,45.28,4.908
2622,3.5758,5.7171,39.37,4.167
2623,3.5759,5.7169,44.927,5.209
2624,3.5759,5.7137,34.382,3.845
2625,3.5759,5.7101,45.01,3.458
2626,3.5759,5.7171,44.813,3.759
2627,3.5759,5.7155,21.625,2.351
2628,3.576,5.7122,26.124,2.746
2629,3.5761,5.7155,21.075,2.15
2630,3.5761,5.7139,69.28,6.924
2631,3.5761,5.7119,69.06,6.349
2632,3.5761,5.7122,52.334,5.166
2633,3.5762,5.7095,68.267,7.054
2634,3.5762,5.7092,45.828,3.639
2635,3.5763,5.7149,34.251,3.42
2636,3.5763,5.7166,39.697,4.903
2637,3.5763,5.711,34.518,4.294
2638,3.5764,5.7149,17.234,2.961
2639,3.5764,5.7165,42.223,3.741
2640,3.5764,5.7164,42.892,4.899
2641,3.5764,5.7092,45.773,4.757
2642,3.5764,5.717,21.781,3.139
2643,3.5764,5.711,34.575,3.869
2644,3.5765,5.7166,42.817,4.797
2645,3.5765,5.7112,44.909,4.929
2646,3.5765,5.7152,23.591,2.176
2647,3.5765,5.7091,34.752,3.616
2648,3.5766,5.7092,45.532,4.325
2649,3.5766,5.7162,26.684,2.962
2650,3.5767,5.7141,33.89,3.354
2651,3.5767,5.7162,66.676,6.718
2652,3.5767,5.7094,66.16,6.443
2653,3.5767,5.7164,17.374,2.041
2654,3.5767,5.7116,34.25,3.436
2655,3.5767,5.7152,32.33,2.746
2656,3.5767,5.7127,45.481,4.358
2657,3.5768,5.7124,70.985,6.846
2658,3.5768,5.7112,66.069,6.619
2659,3.5768,5.7117,34.102,2.804
2660,3.5768,5.7151,31.112,3.117
2661,3.5768,5.7174,68.829,6.719
2662,3.5768,5.7121,26.574,3.404
2663,3.5768,5.7162,33.882,3.359
2664,3.5769,5.7102,44.612,3.815
2665,3.5769,5.7173,69.439,7.2
2666,3.5769,5.7101,34.392,4.326
2667,3.5769,5.7162,33.631,3.259
2668,3.5769,5.7175,69.772,6.915
2669,3.577,5.7161,34.411,3.479
2670,3.577,5.7115,33.866,3.024
2671,3.577,5.7148,22.31,2.516
2672,3.577,5.7149,34.432,3.439
2673,3.577,5.7162,34.116,3.773
2674,3.577,5.7168,21.455,2.451
2675,3.577,5.7121,33.966,2.95
2676,3.5771,5.7155,21.517,2.54
2677,3.5771,5.7162,34.281,3.646
2678,3.5771,5.7152,45.027,5.002
2679,3.5771,5.7178,71.454,7.046
2680,3.5771,5.7086,66.18,5.982
2681,3.5771,5.7145,32.375,4.113
2682,3.5771,5.7113,44.713,3.794
2683,3.5772,5.7175,19.479,1.839
2684,3.5772,5.7169,42.009,5.301
2685,3.5772,5.7123,44.88,4.675
2686,3.5772,5.7097,68.694,7.159
2687,3.5773,5.7109,66.12,5.873
2688,3.5773,5.7155,33.554,3.553
2689,3.5773,5.7154,31.869,3.364
2690,3.5773,5.711,66.428,6.761
2691,3.5773,5.7166,42.3,4.11
2692,3.5773,5.7148,34.038,4.445
2693,3.5774,5.7152,33.698,3.535
2694,3.5774,5.7124,41.752,3.362
2695,3.5774,5.7127,44.916,4.8
2696,3.5774,5.715,33.426,3.116
2697,3.5774,5.7125,41.608,4.748
2698,3.5774,5.7149,33.631,2.74
2699,3.5774,5.7153,34.292,2.584
2700,3.5775,5.7156,32.4,2.402
2701,3.5775,5.7123,31.499,3.4
2702,3.5775,5.7147,21.634,2.103
2703,3.5776,5.7132,44.223,4.344
2704,3.5776,5.7131,45.878,5.212
2705,3.5776,5.7167,31.754,2.807
2706,3.5777,5.7114,44.987,4.666
2707,3.5777,5.7095,66.707,7.36
2708,3.5777,5.7094,65.701,7.535
2709,3.5778,5.716,19.395,2.409
2710,3.5779,5.7114,42.749,4.299
2711,3.5779,5.7118,33.62,4.001
2712,3.5779,5.716,34.478,2.482
2713,3.5781,5.7114,45.276,3.881
2714,3.5782,5.7121,44.837,4.431
2715,3.5782,5.7153,68.986,6.735
2716,3.5782,5.715,66.065,6.725
2717,3.5783,5.7116,66.298,6.391
2718,3.5783,5.7158,66.384,6.596
2719,3.5783,5.7182,68.883,6.821
2720,3.5784,5.7132,33.654,3.425
2721,3.5784,5.7096,45.111,5.152
2722,3.5785,5.7156,66.223,6.616
2723,3.5785,5.715,21.956,1.484
2724,3.5785,5.7098,42.251,4.37
2725,3.5786,5.7158,69.592,7.179
2726,3.5787,5.7089,25.701,2.573
2727,3.5787,5.7152,22.168,1.978
2728,3.5787,5.7097,42.656,4.897
2729,3.5787,5.7158,69.446,6.974
2730,3.5787,5.7162,66.14,6.929
2731,3.5788,5.7089,40.554,4.159
